OBJECTID,Nature_Of_,Premise_Ty,Organizati,Building_N,Street_Typ,Street_Nam,Landmark,Locality,City,Post_Offic,District,Sub_Distri,State,Postman_Be,Pincode,SymbolID,lat,long
0,URBAN,HOUSE,,TRIKAMLAL NI CHALI NO 3,,ANIL ROAD,,SARASPUR,AHMEDABAD,SARASPUR POST OFFICE,AHMEDABAD,,GUJARAT,7000,380018,,0.0,0.0
0,URBAN,HOUSE,,TRIKAMLAL NI CHALI NO 4,,ANIL ROAD,,SARASPUR,AHMEDABAD,SARASPUR POST OFFICE,AHMEDABAD,,GUJARAT,7000,380018,,0.0,0.0
0,URBAN,HOUSE,,TRIKAMLAL NI CHALI NO 5,,ANIL ROAD,,SARASPUR,AHMEDABAD,SARASPUR POST OFFICE,AHMEDABAD,,GUJARAT,7000,380018,,0.0,0.0
0,URBAN,HOUSE,,TRIKAMLAL NI CHALI NO 6,,ANIL ROAD,,SARASPUR,AHMEDABAD,SARASPUR POST OFFICE,AHMEDABAD,,GUJARAT,7000,380018,,0.0,0.0
0,URBAN,HOUSE,,TRIKAMLAL NI CHALI NO 7,,ANIL ROAD,,SARASPUR,AHMEDABAD,SARASPUR POST OFFICE,AHMEDABAD,,GUJARAT,7000,380018,,0.0,0.0
0,URBAN,HOUSE,,TRIKAMLAL NI CHALI NO 8,,ANIL ROAD,,SARASPUR,AHMEDABAD,SARASPUR POST OFFICE,AHMEDABAD,,GUJARAT,7000,380018,,0.0,0.0
0,URBAN,HOUSE,,TRIKAMLAL NI CHALI NO 9,,ANIL ROAD,,SARASPUR,AHMEDABAD,SARASPUR POST OFFICE,AHMEDABAD,,GUJARAT,7000,380018,,0.0,0.0
0,URBAN,HOUSE,,TRIKAMLAL NI CHALI NO 10,,ANIL ROAD,,SARASPUR,AHMEDABAD,SARASPUR POST OFFICE,AHMEDABAD,,GUJARAT,7000,380018,,0.0,0.0
0,URBAN,HOUSE,,TRIKAMLAL NI CHALI NO 11,,ANIL ROAD,,SARASPUR,AHMEDABAD,SARASPUR POST OFFICE,AHMEDABAD,,GUJARAT,7000,380018,,0.0,0.0
0,URBAN,HOUSE,,TRIKAMLAL NI CHALI NO 12,,ANIL ROAD,,SARASPUR,AHMEDABAD,SARASPUR POST OFFICE,AHMEDABAD,,GUJARAT,7000,380018,,0.0,0.0
0,URBAN,HOUSE,,TRIKAMLAL NI CHALI NO 13,,ANIL ROAD,,SARASPUR,AHMEDABAD,SARASPUR POST OFFICE,AHMEDABAD,,GUJARAT,7000,380018,,0.0,0.0
0,URBAN,HOUSE,,TRIKAMLAL NI CHALI NO 14,,ANIL ROAD,,SARASPUR,AHMEDABAD,SARASPUR POST OFFICE,AHMEDABAD,,GUJARAT,7000,380018,,0.0,0.0
0,URBAN,HOUSE,,TRIKAMLAL NI CHALI NO 15,,ANIL ROAD,,SARASPUR,AHMEDABAD,SARASPUR POST OFFICE,AHMEDABAD,,GUJARAT,7000,380018,,0.0,0.0
0,URBAN,HOUSE,,TRIKAMLAL NI CHALI NO 16,,ANIL ROAD,,SARASPUR,AHMEDABAD,SARASPUR POST OFFICE,AHMEDABAD,,GUJARAT,7000,380018,,0.0,0.0
0,URBAN,HOUSE,,TRIKAMLAL NI CHALI NO 17,,ANIL ROAD,,SARASPUR,AHMEDABAD,SARASPUR POST OFFICE,AHMEDABAD,,GUJARAT,7000,380018,,0.0,0.0
0,URBAN,HOUSE,,TRIKAMLAL NI CHALI NO 18,,ANIL ROAD,,SARASPUR,AHMEDABAD,SARASPUR POST OFFICE,AHMEDABAD,,GUJARAT,7000,380018,,0.0,0.0
0,URBAN,HOUSE,,TRIKAMLAL NI CHALI NO 19,,ANIL ROAD,,SARASPUR,AHMEDABAD,SARASPUR POST OFFICE,AHMEDABAD,,GUJARAT,7000,380018,,0.0,0.0
0,URBAN,HOUSE,,TRIKAMLAL NI CHALI NO 20,,ANIL ROAD,,SARASPUR,AHMEDABAD,SARASPUR POST OFFICE,AHMEDABAD,,GUJARAT,7000,380018,,0.0,0.0
0,URBAN,HOUSE,,TRIKAMLAL NI CHALI NO 21,,ANIL ROAD,,SARASPUR,AHMEDABAD,SARASPUR POST OFFICE,AHMEDABAD,,GUJARAT,7000,380018,,0.0,0.0
0,URBAN,HOUSE,,TRIKAMLAL NI CHALI NO 22,,ANIL ROAD,,SARASPUR,AHMEDABAD,SARASPUR POST OFFICE,AHMEDABAD,,GUJARAT,7000,380018,,0.0,0.0
0,URBAN,HOUSE,,TRIKAMLAL NI CHALI NO 23,,ANIL ROAD,,SARASPUR,AHMEDABAD,SARASPUR POST OFFICE,AHMEDABAD,,GUJARAT,7000,380018,,0.0,0.0
0,URBAN,HOUSE,,TRIKAMLAL NI CHALI NO 24,,ANIL ROAD,,SARASPUR,AHMEDABAD,SARASPUR POST OFFICE,AHMEDABAD,,GUJARAT,7000,380018,,0.0,0.0
0,URBAN,HOUSE,,TRIKAMLAL NI CHALI NO 25,,ANIL ROAD,,SARASPUR,AHMEDABAD,SARASPUR POST OFFICE,AHMEDABAD,,GUJARAT,7000,380018,,0.0,0.0
0,URBAN,HOUSE,,TRIKAMLAL NI CHALI NO 26,,ANIL ROAD,,SARASPUR,AHMEDABAD,SARASPUR POST OFFICE,AHMEDABAD,,GUJARAT,7000,380018,,0.0,0.0
0,URBAN,HOUSE,,TRIKAMLAL NI CHALI NO 27,,ANIL ROAD,,SARASPUR,AHMEDABAD,SARASPUR POST OFFICE,AHMEDABAD,,GUJARAT,7000,380018,,0.0,0.0
0,URBAN,HOUSE,,TRIKAMLAL NI CHALI NO 28,,ANIL ROAD,,SARASPUR,AHMEDABAD,SARASPUR POST OFFICE,AHMEDABAD,,GUJARAT,7000,380018,,0.0,0.0
0,URBAN,HOUSE,,TRIKAMLAL NI CHALI NO 29,,ANIL ROAD,,SARASPUR,AHMEDABAD,SARASPUR POST OFFICE,AHMEDABAD,,GUJARAT,7000,380018,,0.0,0.0
0,URBAN,HOUSE,,TRIKAMLAL NI CHALI NO 30,,ANIL ROAD,,SARASPUR,AHMEDABAD,SARASPUR POST OFFICE,AHMEDABAD,,GUJARAT,7000,380018,,0.0,0.0
0,URBAN,HOUSE,,TRIKAMLAL NI CHALI NO 31,,ANIL ROAD,,SARASPUR,AHMEDABAD,SARASPUR POST OFFICE,AHMEDABAD,,GUJARAT,7000,380018,,0.0,0.0
0,URBAN,HOUSE,,TRIKAMLAL NI CHALI NO 32,,ANIL ROAD,,SARASPUR,AHMEDABAD,SARASPUR POST OFFICE,AHMEDABAD,,GUJARAT,7000,380018,,0.0,0.0
0,URBAN,HOUSE,,TRIKAMLAL NI CHALI NO 33,,ANIL ROAD,,SARASPUR,AHMEDABAD,SARASPUR POST OFFICE,AHMEDABAD,,GUJARAT,7000,380018,,0.0,0.0
0,URBAN,HOUSE,,TRIKAMLAL NI CHALI NO 34,,ANIL ROAD,,SARASPUR,AHMEDABAD,SARASPUR POST OFFICE,AHMEDABAD,,GUJARAT,7000,380018,,0.0,0.0
0,URBAN,HOUSE,,TRIKAMLAL NI CHALI NO 35,,ANIL ROAD,,SARASPUR,AHMEDABAD,SARASPUR POST OFFICE,AHMEDABAD,,GUJARAT,7000,380018,,0.0,0.0
0,URBAN,HOUSE,,TRIKAMLAL NI CHALI NO 36,,ANIL ROAD,,SARASPUR,AHMEDABAD,SARASPUR POST OFFICE,AHMEDABAD,,GUJARAT,7000,380018,,0.0,0.0
0,URBAN,HOUSE,,TRIKAMLAL NI CHALI NO 37,,ANIL ROAD,,SARASPUR,AHMEDABAD,SARASPUR POST OFFICE,AHMEDABAD,,GUJARAT,7000,380018,,0.0,0.0
0,URBAN,HOUSE,,TRIKAMLAL NI CHALI NO 38,,ANIL ROAD,,SARASPUR,AHMEDABAD,SARASPUR POST OFFICE,AHMEDABAD,,GUJARAT,7000,380018,,0.0,0.0
0,URBAN,HOUSE,,TRIKAMLAL NI CHALI NO 39,,ANIL ROAD,,SARASPUR,AHMEDABAD,SARASPUR POST OFFICE,AHMEDABAD,,GUJARAT,7000,380018,,0.0,0.0
0,URBAN,HOUSE,,TRIKAMLAL NI CHALI NO 40,,ANIL ROAD,,SARASPUR,AHMEDABAD,SARASPUR POST OFFICE,AHMEDABAD,,GUJARAT,7000,380018,,0.0,0.0
0,URBAN,FLAT,,,CHOWK,KABIR CHOWK,,SABARMATI,,SABARMATI POST OFFICE,AHMEDABAD,,GUJARAT,2000,0,,0.0,0.0
0,URBAN,CHHAPRA,,,CHOWK,KABIR CHOWK,,SABARMATI,,SABARMATI POST OFFICE,AHMEDABAD,,GUJARAT,2000,0,,0.0,0.0
0,URBAN,SHOP,,,CHOWK,KABIR CHOWK,,SABARMATI,,SABARMATI POST OFFICE,AHMEDABAD,,GUJARAT,2000,0,,0.0,0.0
0,URBAN,FLAT,,,,,,SABARMATI,,SABARMATI POST OFFICE,AHMEDABAD,,GUJARAT,2000,0,,0.0,0.0
0,URBAN,BUNGLOW,,,,,,SABARMATI,,SABARMATI POST OFFICE,AHMEDABAD,,GUJARAT,2000,0,,0.0,0.0
0,URBAN,APARTMENT,,,,,,SABARMATI,,SABARMATI POST OFFICE,AHMEDABAD,,GUJARAT,2000,0,,0.0,0.0
0,URBAN,FLAT,AADINATH CO-OPERATIVE SOCIETY LIMITED,,CHOWK,KABIR CHOWK,,SABARMATI,,SABARMATI POST OFFICE,AHMEDABAD,,GUJARAT,2000,0,,0.0,0.0
0,URBAN,SHOP,,,CHALI,BABUBHAI GANPATBHAI DARUWALA NI CHALI,,SABARMATI,,SABARMATI POST OFFICE,AHMEDABAD,,GUJARAT,2000,0,,0.0,0.0
0,URBAN,FLAT,,,CHALI,GOVINDLAL NI CHALI,,SABARMATI,,SABARMATI POST OFFICE,AHMEDABAD,,GUJARAT,2000,0,,0.0,0.0
0,URBAN,APARTMENT,,,CHOWK,KABIR CHOWK,,SABARMATI,,SABARMATI POST OFFICE,AHMEDABAD,,GUJARAT,2000,0,,0.0,0.0
0,URBAN,SOCIETY,,,CHOWK,KABIR CHOWK,,SABARMATI,,SABARMATI POST OFFICE,AHMEDABAD,,GUJARAT,2000,0,,0.0,0.0
0,URBAN,APARTMENT,HARIKRUPA CO-OPERATIVE HOUSING SOCIETY LIMITED,,CHOWK,KABIR CHOWK,,SABARMATI,,SABARMATI POST OFFICE,AHMEDABAD,,GUJARAT,2000,0,,0.0,0.0
0,URBAN,BANK,STATE BANK OF INDIA,,CHOWK,KABIR CHOWK,,SABARMATI,,SABARMATI POST OFFICE,AHMEDABAD,,GUJARAT,2000,0,,0.0,0.0
0,URBAN,MANDIR,,,CHOWK,KABIR CHOWK,,SABARMATI,,SABARMATI POST OFFICE,AHMEDABAD,,GUJARAT,2000,0,,0.0,0.0
0,URBAN,CLINIC,DR.SUKUMAR KANSARA,,CHOWK,JAWAHAR CHOWK,,SABARMATI,,SABARMATI POST OFFICE,AHMEDABAD,,GUJARAT,2000,0,,0.0,0.0
0,URBAN,OFFICE,KABIR CHOW POST OFFICE,,CHOWK,JAWAHAR CHOWK,,SABARMATI,,SABARMATI POST OFFICE,AHMEDABAD,,GUJARAT,2000,0,,0.0,0.0
0,URBAN,CHHAPRA,,,CHOWK,JAWAHAR CHOWK,,SABARMATI,,SABARMATI POST OFFICE,AHMEDABAD,,GUJARAT,2000,0,,0.0,0.0
0,URBAN,SOCIETY,,,,,,SABARMATI,,SABARMATI POST OFFICE,AHMEDABAD,,GUJARAT,2000,0,,0.0,0.0
0,URBAN,SOCIETY,,,ROAD,JAIN NAGAR ROAD,,SABARMATI,,SABARMATI POST OFFICE,AHMEDABAD,,GUJARAT,2000,0,,0.0,0.0
0,URBAN,BUNGLOW,,,CHOWK,KABIR CHOWK,,SABARMATI,,SABARMATI POST OFFICE,AHMEDABAD,,GUJARAT,2000,0,,0.0,0.0
0,URBAN,QUARTERS,,,CHOWK,KABIR CHOWK,,SABARMATI,,SABARMATI POST OFFICE,AHMEDABAD,,GUJARAT,2000,0,,0.0,0.0
0,URBAN,MASJID,,,CHOWK,KABIR CHOWK,,SABARMATI,,SABARMATI POST OFFICE,AHMEDABAD,,GUJARAT,2000,0,,0.0,0.0
0,URBAN,HOUSE,,,ROAD,COLLEGE ROAD,,SABARMATI,,SABARMATI POST OFFICE,AHMEDABAD,,GUJARAT,2000,0,,0.0,0.0
0,URBAN,CHALI,,,ROAD,COLLEGE ROAD,,SABARMATI,,SABARMATI POST OFFICE,AHMEDABAD,,GUJARAT,2000,0,,0.0,0.0
0,URBAN,FLAT,,,ROAD,COLLEGE ROAD,,SABARMATI,,SABARMATI POST OFFICE,AHMEDABAD,,GUJARAT,2000,0,,0.0,0.0
0,URBAN,QUARTERS,,,,,,SABARMATI,,SABARMATI POST OFFICE,AHMEDABAD,,GUJARAT,2000,0,,0.0,0.0
0,URBAN,FLAT,,,,,,SABARMATI,,SABARMATI POST OFFICE,AHMEDABAD,,GUJARAT,3000,0,,0.0,0.0
0,URBAN,SHOP,,,ROAD,DHARMNAGAR VIDHYALAYA ROAD,,SABARMATI,,SABARMATI POST OFFICE,AHMEDABAD,,GUJARAT,3000,0,,0.0,0.0
0,URBAN,CHURCH,,,ROAD,DHARMNAGAR VIDHYALAYA ROAD,,SABARMATI,,SABARMATI POST OFFICE,AHMEDABAD,,GUJARAT,3000,0,,0.0,0.0
0,URBAN,TENAMENT,,,ROAD,DHARMNAGAR VIDHYALAYA ROAD,,SABARMATI,,SABARMATI POST OFFICE,AHMEDABAD,,GUJARAT,3000,0,,0.0,0.0
0,URBAN,SHOP,,,,,,SABARMATI,,SABARMATI POST OFFICE,AHMEDABAD,,GUJARAT,3000,0,,0.0,0.0
0,URBAN,TENAMENT,,,,,,SABARMATI,,SABARMATI POST OFFICE,AHMEDABAD,,GUJARAT,3000,0,,0.0,0.0
0,URBAN,BUNGLOW,,,,,,SABARMATI,,SABARMATI POST OFFICE,AHMEDABAD,,GUJARAT,3000,0,,0.0,0.0
0,URBAN,BUNGLOW,,,ROAD,DHARMNAGAR ROAD,,SABARMATI,,SABARMATI POST OFFICE,AHMEDABAD,,GUJARAT,3000,0,,0.0,0.0
0,URBAN,CHURCH,,,ROAD,HIGHWAY ROAD,,SABARMATI,,SABARMATI POST OFFICE,AHMEDABAD,,GUJARAT,3000,0,,0.0,0.0
0,URBAN,HOUSE,,,ROAD,HIGHWAY ROAD,,SABARMATI,,SABARMATI POST OFFICE,AHMEDABAD,,GUJARAT,3000,0,,0.0,0.0
0,URBAN,FLAT,,,ROAD,HIGHWAY ROAD,,SABARMATI,,SABARMATI POST OFFICE,AHMEDABAD,,GUJARAT,3000,0,,0.0,0.0
0,URBAN,SHOP,SURBHI HOTEL,,,,,SABARMATI,,SABARMATI POST OFFICE,AHMEDABAD,,GUJARAT,3000,0,,0.0,0.0
0,URBAN,MANDIR,,,,,,SABARMATI,,SABARMATI POST OFFICE,AHMEDABAD,,GUJARAT,3000,0,,0.0,0.0
0,URBAN,MANDIR,,,ROAD,SINDHI BAZAR ROAD,,SABARMATI,,SABARMATI POST OFFICE,AHMEDABAD,,GUJARAT,3000,0,,0.0,0.0
0,URBAN,BUNGLOW,,,ROAD,SINDHI BAZAR ROAD,,SABARMATI,,SABARMATI POST OFFICE,AHMEDABAD,,GUJARAT,3000,0,,0.0,0.0
0,URBAN,TENAMENT,,,ROAD,SINDHI BAZAR ROAD,,SABARMATI,,SABARMATI POST OFFICE,AHMEDABAD,,GUJARAT,3000,0,,0.0,0.0
0,URBAN,SHOP,,,ROAD,SINDHI BAZAR ROAD,,SABARMATI,,SABARMATI POST OFFICE,AHMEDABAD,,GUJARAT,3000,0,,0.0,0.0
0,URBAN,QUATERS,,,,,,SABARMATI,,SABARMATI POST OFFICE,AHMEDABAD,,GUJARAT,3000,0,,0.0,0.0
0,URBAN,OFFICE,O N G C,,,,,SABARMATI,,SABARMATI POST OFFICE,AHMEDABAD,,GUJARAT,4000,0,,0.0,0.0
0,URBAN,OFFICE,NAYAB KHETI NIYAMAK SHRI,,ROAD,VISAT HIGHWAY ROAD,,SABARMATI,,SABARMATI POST OFFICE,AHMEDABAD,,GUJARAT,4000,0,,0.0,0.0
0,URBAN,BANK,NAVNIRMAN BANK,,,,,SABARMATI,,SABARMATI POST OFFICE,AHMEDABAD,,GUJARAT,4000,0,,0.0,0.0
0,URBAN,FLAT,,,,,,SABARMATI,,SABARMATI POST OFFICE,AHMEDABAD,,GUJARAT,4000,0,,0.0,0.0
0,URBAN,COMPLEX,,,,,,SABARMATI,,SABARMATI POST OFFICE,AHMEDABAD,,GUJARAT,4000,0,,0.0,0.0
0,URBAN,HOUSE,,,,,,SABARMATI,,SABARMATI POST OFFICE,AHMEDABAD,,GUJARAT,4000,0,,0.0,0.0
0,URBAN,ROW HOUSE,,,,,,SABARMATI,,SABARMATI POST OFFICE,AHMEDABAD,,GUJARAT,4000,0,,0.0,0.0
0,URBAN,BUNGLOWS,,,,,,SABARMATI,,SABARMATI POST OFFICE,AHMEDABAD,,GUJARAT,4000,0,,0.0,0.0
0,URBAN,BUNGLOW,,,,,,SABARMATI,,SABARMATI POST OFFICE,AHMEDABAD,,GUJARAT,4000,0,,0.0,0.0
0,URBAN,MALL,SALES INDIA,,,,,SABARMATI,,SABARMATI POST OFFICE,AHMEDABAD,,GUJARAT,4000,0,,0.0,0.0
0,URBAN,PARTY PLOT,,,,,,SABARMATI,,SABARMATI POST OFFICE,AHMEDABAD,,GUJARAT,4000,0,,0.0,0.0
0,URBAN,MALL,,,,,,SABARMATI,,SABARMATI POST OFFICE,AHMEDABAD,,GUJARAT,4000,0,,0.0,0.0
0,URBAN,MANDIR,,,,,,SABARMATI,,SABARMATI POST OFFICE,AHMEDABAD,,GUJARAT,4000,0,,0.0,0.0
0,URBAN,FACTORY,,,,,,SABARMATI,,SABARMATI POST OFFICE,AHMEDABAD,,GUJARAT,4000,0,,0.0,0.0
0,URBAN,TENAMENTS,,,,,,SABARMATI,,SABARMATI POST OFFICE,AHMEDABAD,,GUJARAT,4000,0,,0.0,0.0
0,URBAN,HOUSE,,,ROAD,MOTERA ROAD,,SABARMATI,,SABARMATI POST OFFICE,AHMEDABAD,,GUJARAT,4000,0,,0.0,0.0
0,URBAN,FLAT,,,,,,SABARMATI,,SABARMATI POST OFFICE,AHMEDABAD,,GUJARAT,5000,0,,0.0,0.0
0,URBAN,BUNGLOWS,,,,,,SABARMATI,,SABARMATI POST OFFICE,AHMEDABAD,,GUJARAT,5000,0,,0.0,0.0
0,URBAN,HOUSE,,,,,,SABARMATI,,SABARMATI POST OFFICE,AHMEDABAD,,GUJARAT,5000,0,,0.0,0.0
0,URBAN,HOSPITAL,PARAM MATERNITY HOSPITAL,,,,,SABARMATI,,SABARMATI POST OFFICE,AHMEDABAD,,GUJARAT,5000,0,,0.0,0.0
0,URBAN,SHOPPING CENTRE,,,,,,SABARMATI,,SABARMATI POST OFFICE,AHMEDABAD,,GUJARAT,5000,0,,0.0,0.0
0,URABAN,HOUSE,,,,,,SABRMATI,,SABARMATI POST OFFICE,AHMEDABAD,,GUJARAT,7000,0,,0.0,0.0
0,URABAN,FLAT,,,,,,SABRMATI,,SABARMATI POST OFFICE,AHMEDABAD,,GUJARAT,7000,0,,0.0,0.0
0,URABAN,HOUSE,,,ROAD,RAMBAG ROAD,,SABRMATI,,SABARMATI POST OFFICE,AHMEDABAD,,GUJARAT,7000,0,,0.0,0.0
0,URABAN,APPARTMENTS,,,ROAD,RAMBAG ROAD,,SABRMATI,,SABARMATI POST OFFICE,AHMEDABAD,,GUJARAT,7000,0,,0.0,0.0
0,URABAN,SCHOOL,NAVNIRMAN PRIMARY SCHOOL,,ROAD,RAMBAG ROAD,,SABRMATI,,SABARMATI POST OFFICE,AHMEDABAD,,GUJARAT,7000,0,,0.0,0.0
0,URABAN,SHOP,SHARMA GARRIAGE,,,,,SABRMATI,,SABARMATI POST OFFICE,AHMEDABAD,,GUJARAT,7000,0,,0.0,0.0
0,URABAN,BUNGLOW,DOCTOR AJMERA'S CLINIC,,ROAD,A.M.T.S. DEPOT ROAD,,SABRMATI,,SABARMATI POST OFFICE,AHMEDABAD,,GUJARAT,7000,0,,0.0,0.0
0,URABAN,HOUSE,,,ROAD,A.M.T.S. DEPOT ROAD,,SABRMATI,,SABARMATI POST OFFICE,AHMEDABAD,,GUJARAT,7000,0,,0.0,0.0
0,URABAN,BUNGLOW,,,,,,SABRMATI,,SABARMATI POST OFFICE,AHMEDABAD,,GUJARAT,7000,0,,0.0,0.0
0,URABAN,DUPLEX,,,,,,SABRMATI,,SABARMATI POST OFFICE,AHMEDABAD,,GUJARAT,7000,0,,0.0,0.0
0,URABAN,MANDIR,,,,,,SABRMATI,,SABARMATI POST OFFICE,AHMEDABAD,,GUJARAT,7000,0,,0.0,0.0
0,URABAN,ROW HOUSES,,,,,,SABRMATI,,SABARMATI POST OFFICE,AHMEDABAD,,GUJARAT,7000,0,,0.0,0.0
0,URBAN,FLAT,,,,,,SABARMATI,,SABARMATI POST OFFICE,AHMEDABAD,,GUJARAT,8000,0,,0.0,0.0
0,URBAN,BUNLGOW,,,ROAD,JAIN DERASAR ROAD,,SABARMATI,,SABARMATI POST OFFICE,AHMEDABAD,,GUJARAT,8000,0,,0.0,0.0
0,URBAN,APPARTMENT,,,,,,SABARMATI,,SABARMATI POST OFFICE,AHMEDABAD,,GUJARAT,8000,0,,0.0,0.0
0,URBAN,BUNLGOW,,,,,,SABARMATI,,SABARMATI POST OFFICE,AHMEDABAD,,GUJARAT,8000,0,,0.0,0.0
0,URBAN,APPARTMENT,,,CHOWK,AMBIKA CHWK,,SABARMATI,,SABARMATI POST OFFICE,AHMEDABAD,,GUJARAT,8000,0,,0.0,0.0
0,URBAN,SHOP,H.V. TAYLOR,,CHOWK,AMBIKA CHWK,,SABARMATI,,SABARMATI POST OFFICE,AHMEDABAD,,GUJARAT,8000,0,,0.0,0.0
0,URBAN,HOUSE,,,,,,SABARMATI,,SABARMATI POST OFFICE,AHMEDABAD,,GUJARAT,8000,0,,0.0,0.0
0,URBAN,BUNGLOWS,,,,,,SABARMATI,,SABARMATI POST OFFICE,AHMEDABAD,,GUJARAT,8000,0,,0.0,0.0
0,URBAN,FLAT,,,ROAD,AMBAVADI ROAD,,SABARMATI,,SABARMATI POST OFFICE,AHMEDABAD,,GUJARAT,8000,0,,0.0,0.0
0,URBAN,HOUSE,,,ROAD,AMBAVADI ROAD,,SABARMATI,,SABARMATI POST OFFICE,AHMEDABAD,,GUJARAT,8000,0,,0.0,0.0
0,URBAN,BUNGLOWS,,,ROAD,MAHALAXMI SOCIETY ROAD,,SABARMATI,,SABARMATI POST OFFICE,AHMEDABAD,,GUJARAT,8000,0,,0.0,0.0
0,URBAN,APPARTMENT,,,ROAD,MAHALAXMI SOCIETY ROAD,,SABARMATI,,SABARMATI POST OFFICE,AHMEDABAD,,GUJARAT,8000,0,,0.0,0.0
0,URBAN,FLAT,,,ROAD,MAHALAXMI SOCIETY ROAD,,SABARMATI,,SABARMATI POST OFFICE,AHMEDABAD,,GUJARAT,8000,0,,0.0,0.0
0,URBAN,BUNGLOWS,0,,,,,SABARMATI,,SABARMATI POST OFFICE,AHMEDABAD,,GUJARAT,8000,0,,0.0,0.0
0,URBAN,APPARTMENT,,,ROAD,BHURIBAI NO UPASHRAY ROAD,,SABARMATI,,SABARMATI POST OFFICE,AHMEDABAD,,GUJARAT,8000,0,,0.0,0.0
0,URBAN,APPARTMENT,,,ROAD,HEERAJAIN SOCIETY ROAD,,SABARMATI,,SABARMATI POST OFFICE,AHMEDABAD,,GUJARAT,8000,0,,0.0,0.0
0,URBAN,BUNGLOWS,,,,,,SABARMATI,,SABARMATI POST OFFICE,AHMEDABAD,,GUJARAT,9000,0,,0.0,0.0
0,URBAN,FLAT,,,,,,SABARMATI,,SABARMATI POST OFFICE,AHMEDABAD,,GUJARAT,9000,0,,0.0,0.0
0,URBAN,SHOP,SANGHAVI CHANIYA CENTRE,,,,,SABARMATI,,SABARMATI POST OFFICE,AHMEDABAD,,GUJARAT,9000,0,,0.0,0.0
0,URBAN,SHOP,TAILORS SHOP,,,,,SABARMATI,,SABARMATI POST OFFICE,AHMEDABAD,,GUJARAT,9000,0,,0.0,0.0
0,URBAN,SHOP,SIDDHARTH FARMA,,,,,SABARMATI,,SABARMATI POST OFFICE,AHMEDABAD,,GUJARAT,9000,0,,0.0,0.0
0,URBAN,SHOP,CHINTAMANI READY MADE STORES,,,,,SABARMATI,,SABARMATI POST OFFICE,AHMEDABAD,,GUJARAT,9000,0,,0.0,0.0
0,URBAN,SHOP,JULY READY MADE STORES,,,,,SABARMATI,,SABARMATI POST OFFICE,AHMEDABAD,,GUJARAT,9000,0,,0.0,0.0
0,URBAN,HOUSE,,,,,,SABARMATI,,SABARMATI POST OFFICE,AHMEDABAD,,GUJARAT,9000,0,,0.0,0.0
0,URBAN,MANDIR,,,,,,SABARMATI,,SABARMATI POST OFFICE,AHMEDABAD,,GUJARAT,9000,0,,0.0,0.0
0,URBAN,SHOP,OM JWELLERS,,,,,SABARMATI,,SABARMATI POST OFFICE,AHMEDABAD,,GUJARAT,9000,0,,0.0,0.0
0,URBAN,SHOP,GURUKRUPA STATIONARY,,,,,SABARMATI,,SABARMATI POST OFFICE,AHMEDABAD,,GUJARAT,9000,0,,0.0,0.0
0,URBAN,SHOP,MAHARAJA SANDWITCH,,,,,SABARMATI,,SABARMATI POST OFFICE,AHMEDABAD,,GUJARAT,9000,0,,0.0,0.0
0,URBAN,MARKET,,,,,,SABARMATI,,SABARMATI POST OFFICE,AHMEDABAD,,GUJARAT,9000,0,,0.0,0.0
0,URBAN,SHOP,,,,,,SABARMATI,,SABARMATI POST OFFICE,AHMEDABAD,,GUJARAT,9000,0,,0.0,0.0
0,URBAN,ROW HOUSE,,,,,,SABARMATI,,SABARMATI POST OFFICE,AHMEDABAD,,GUJARAT,9000,0,,0.0,0.0
0,URBAN,HOUSE,,,ROAD,RAMBAG ROAD,,SABARMATI,,SABARMATI POST OFFICE,AHMEDABAD,,GUJARAT,9000,0,,0.0,0.0
0,URBAN,QUATERS,,,,,,SABARMATI,,SABARMATI POST OFFICE,AHMEDABAD,,GUJARAT,9000,0,,0.0,0.0
0,URBAN,HOUSE,,,ROAD,HIGHWAY ROAD,,SABARMATI,,SABARMATI POST OFFICE,AHMEDABAD,,GUJARAT,10000,0,,0.0,0.0
0,URBAN,FLAT,,,ROAD,HIGHWAY ROAD,,SABARMATI,,SABARMATI POST OFFICE,AHMEDABAD,,GUJARAT,10000,0,,0.0,0.0
0,URBAN,HOUSE,,,,,,SABARMATI,,SABARMATI POST OFFICE,AHMEDABAD,,GUJARAT,10000,0,,0.0,0.0
0,URBAN,HOUSE,,,ROAD,ACHER SMASHAN ROAD,,SABARMATI,,SABARMATI POST OFFICE,AHMEDABAD,,GUJARAT,10000,0,,0.0,0.0
0,URBAN,FLAT,,,ROAD,ACHER SMASHAN ROAD,,SABARMATI,,SABARMATI POST OFFICE,AHMEDABAD,,GUJARAT,10000,0,,0.0,0.0
0,URBAN,HOUSE,,,ROAD,JUNA ACHER SMASHAN ROAD,,SABARMATI,,SABARMATI POST OFFICE,AHMEDABAD,,GUJARAT,10000,0,,0.0,0.0
0,URBAN,FLAT,,,ROAD,JUNA ACHER SMASHAN ROAD,,SABARMATI,,SABARMATI POST OFFICE,AHMEDABAD,,GUJARAT,10000,0,,0.0,0.0
0,URBAN,FLAT,,,,,,SABARMATI,,SABARMATI POST OFFICE,AHMEDABAD,,GUJARAT,10000,0,,0.0,0.0
0,URBAN,HOUSE,,,,,,SABARMATI,,SABARMATI POST OFFICE,AHMEDABAD,,GUJARAT,11000,0,,0.0,0.0
